#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.44        0.44           0
           2        0.16         0.3   0.0989949
           3        0.32    0.306667   0.0662207
           4        0.24        0.29   0.0517204
           5         0.2       0.272   0.0443982
           6        0.24    0.266667   0.0373175
           7        0.16    0.251429   0.0349594
           8        0.04       0.225   0.0393303
           9        0.16    0.217778   0.0356172
          10        0.16       0.212   0.0325208
          11        0.24    0.214545   0.0296638
          12         0.2    0.213333   0.0272166
          13        0.32    0.221538   0.0263308
          14        0.52    0.242857   0.0319347
          15        0.56       0.264   0.0361331
          16        0.56      0.2825   0.0383192
          17         0.6    0.301176   0.0403607
          18        0.48    0.311111   0.0393221
          19        0.48        0.32    0.038244
          20        0.56       0.332    0.038168
          21        0.64    0.346667    0.039067
          22        0.64        0.36    0.039501
          23        0.52    0.366957   0.0383913
          24        0.44        0.37   0.0369121
          25         0.4      0.3712   0.0354551
          26        0.36    0.370769    0.034094
          27        0.36     0.37037   0.0328336
          28        0.32    0.368571   0.0317102
          29        0.24    0.364138   0.0309252
          30        0.28    0.361333   0.0300212
          31        0.44    0.363871   0.0291599
          32        0.36     0.36375   0.0282489
          33        0.44    0.366061   0.0274872
          34        0.48    0.369412   0.0268822
          35        0.56    0.374857     0.02666
          36        0.56        0.38   0.0264108
          37        0.64    0.387027   0.0266154
          38         0.6    0.392632   0.0264985
          39        0.44    0.393846   0.0258469
          40         0.4       0.394   0.0252012
          41        0.44    0.395122   0.0246115
          42        0.48    0.397143   0.0241083
          43         0.4    0.397209   0.0235478
          44         0.4    0.397273   0.0230127
          45        0.36    0.396444   0.0225162
          46        0.44    0.397391   0.0220466
          47        0.52         0.4   0.0217313
          48        0.44    0.400833   0.0212945
          49        0.36         0.4   0.0208763
          50        0.44      0.4008   0.0204741
          51        0.48    0.402353   0.0201314
          52        0.52    0.404615    0.019871
          53        0.56    0.407547   0.0197112
          54        0.48    0.408889   0.0193918
          55        0.48    0.410182   0.0190822
          56        0.44    0.410714   0.0187489
          57         0.4    0.410526   0.0184209
          58        0.36    0.409655   0.0181239
          59        0.36    0.408814   0.0178363
          60        0.36       0.408   0.0175575
          61        0.32    0.406557   0.0173289
          62        0.32    0.405161   0.0171055
          63        0.32     0.40381   0.0168873
          64        0.32      0.4025   0.0166742
          65        0.44    0.403077   0.0164276
          66        0.44    0.403636   0.0161882
          67         0.4    0.403582   0.0159467
          68        0.32    0.402353   0.0157595
          69        0.32    0.401159   0.0155762
          70        0.24    0.398857   0.0155229
          71        0.24     0.39662   0.0154647
          72        0.32    0.395556   0.0152865
          73        0.32    0.394521   0.0151121
          74        0.36    0.394054    0.014915
          75        0.24       0.392   0.0148569
          76        0.28    0.390526   0.0147344
          77         0.4    0.390649   0.0145435
          78        0.44    0.391282   0.0143708
          79        0.36    0.390886   0.0141944
          80        0.36      0.3905   0.0140222
          81        0.36    0.390123   0.0138541
          82         0.4    0.390244   0.0136857
          83        0.48    0.391325   0.0135635
          84        0.52    0.392857   0.0134882
          85        0.64    0.395765   0.0136393
          86        0.68     0.39907   0.0138754
          87        0.76    0.403218   0.0143227
          88        0.64    0.405909   0.0144104
          89        0.68    0.408989   0.0145739
          90        0.72    0.412444    0.014816
          91        0.76    0.416264   0.0151375
          92        0.72    0.419565   0.0153287
          93         0.8    0.423656   0.0157002
          94        0.88    0.428511   0.0162665
          95           1    0.434526   0.0171716
          96           1    0.440417   0.0179747
          97           1    0.446186   0.0186922
          98           1    0.451837   0.0193369
          99           1    0.457374   0.0199185
         100           1      0.4628   0.0204451
         101           1    0.468119   0.0209231
         102           1    0.473333   0.0213579
         103           1    0.478447    0.021754
         104           1    0.483462   0.0221153
         105           1    0.488381   0.0224451
         106           1    0.493208   0.0227464
         107           1    0.497944   0.0230217
         108           1    0.502593   0.0232731
         109           1    0.507156   0.0235028
         110           1    0.511636   0.0237123
         111           1    0.516036   0.0239034
         112           1    0.520357   0.0240773
         113           1    0.524602   0.0242355
         114           1    0.528772   0.0243791
         115           1     0.53287    0.024509
         116           1    0.536897   0.0246263
         117           1    0.540855   0.0247319
         118           1    0.544746   0.0248265
         119           1    0.548571   0.0249109
         120           1    0.552333   0.0249858
         121           1    0.556033   0.0250517
         122           1    0.559672   0.0251093
         123           1    0.563252    0.025159
         124           1    0.566774   0.0252015
         125           1     0.57024    0.025237
         126           1    0.573651   0.0252662
         127           1    0.577008   0.0252893
         128           1    0.580312   0.0253067
         129           1    0.583566   0.0253188
         130           1    0.586769   0.0253259
         131           1    0.589924   0.0253282
         132           1     0.59303   0.0253261
         133           1     0.59609   0.0253199
         134           1    0.599104   0.0253097
         135           1    0.602074   0.0252959
         136           1       0.605   0.0252785
         137           1    0.607883   0.0252579
         138           1    0.610725   0.0252342
         139           1    0.613525   0.0252076
         140           1    0.616286   0.0251782
         141           1    0.619007   0.0251463
         142           1     0.62169   0.0251119
         143           1    0.624336   0.0250753
         144           1    0.626944   0.0250365
         145           1    0.629517   0.0249957
         146           1    0.632055   0.0249529
         147           1    0.634558   0.0249084
         148           1    0.637027   0.0248622
         149           1    0.639463   0.0248144
         150           1    0.641867   0.0247651
         151           1    0.644238   0.0247144
         152           1    0.646579   0.0246624
         153           1    0.648889   0.0246091
         154           1    0.651169   0.0245547
         155           1    0.653419   0.0244992
         156           1    0.655641   0.0244427
         157           1    0.657834   0.0243852
         158        0.96    0.659747   0.0243058
         159        0.96    0.661635   0.0242261
         160        0.96      0.6635   0.0241464
         161        0.96    0.665342   0.0240665
         162        0.92    0.666914   0.0239693
         163        0.88    0.668221   0.0238578
         164        0.88    0.669512   0.0237473
         165         0.8    0.670303   0.0236165
         166        0.76    0.670843   0.0234804
         167        0.76    0.671377   0.0233459
         168        0.72    0.671667   0.0232087
         169        0.68    0.671716   0.0230715
         170        0.64    0.671529   0.0229365
         171        0.64    0.671345   0.0228031
         172         0.6     0.67093   0.0226743
         173        0.64    0.670751   0.0225439
         174        0.64    0.670575   0.0224151
         175         0.6    0.670171   0.0222906
         176        0.68    0.670227    0.022164
         177        0.64    0.670056   0.0220395
         178        0.68    0.670112   0.0219157
         179        0.56    0.669497   0.0218019
         180         0.6    0.669111   0.0216842
         181        0.72    0.669392   0.0215662
         182        0.72     0.66967   0.0214495
         183        0.72    0.669945   0.0213341
         184        0.72    0.670217   0.0212199
         185         0.6    0.669838   0.0211086
         186         0.6    0.669462   0.0209984
         187         0.6    0.669091   0.0208894
         188         0.6    0.668723   0.0207815
         189        0.56    0.668148   0.0206795
         190        0.56    0.667579   0.0205785
         191        0.48    0.666597   0.0204942
         192        0.56    0.666042    0.020395
         193        0.64    0.665907   0.0202898
         194        0.64    0.665773   0.0201856
         195        0.56    0.665231   0.0200894
         196        0.52     0.66449   0.0200006
         197        0.48    0.663553   0.0199209
         198        0.44    0.662424   0.0198523
         199        0.36    0.660905   0.0198106
         200        0.36      0.6594   0.0197686
         201         0.4    0.658109   0.0197123
         202         0.4    0.656832   0.0196561
         203        0.44    0.655764   0.0195883
         204         0.4     0.65451   0.0195324
         205         0.4    0.653268   0.0194765
         206        0.36    0.651845   0.0194339
         207        0.44    0.650821    0.019367
         208        0.44    0.649808   0.0193004
         209        0.44    0.648804   0.0192341
         210        0.52     0.64819   0.0191523
         211        0.56    0.647773   0.0190661
         212        0.56    0.647358   0.0189806
         213        0.48    0.646573   0.0189078
         214         0.4    0.645421   0.0188545
         215        0.32    0.643907   0.0188275
         216        0.28    0.642222   0.0188155
         217        0.32    0.640737   0.0187873
         218        0.28    0.639083   0.0187739
         219        0.32    0.637626   0.0187446
         220        0.28       0.636   0.0187297
         221        0.24    0.634208   0.0187305
         222        0.16    0.632072   0.0187675
         223        0.36    0.630852    0.018723
         224         0.4    0.629821   0.0186678
         225         0.4      0.6288   0.0186127
         226        0.44    0.627965   0.0185491
         227        0.56    0.627665   0.0184698
         228        0.68    0.627895   0.0183902
         229        0.72    0.628297   0.0183143
         230        0.72    0.628696    0.018239
         231        0.72    0.629091   0.0181643
         232        0.68     0.62931   0.0180874
         233        0.76    0.629871   0.0180184
         234        0.48    0.629231   0.0179528
         235        0.52    0.628766   0.0178824
         236        0.44    0.627966   0.0178245
         237        0.36    0.626835   0.0177852
         238        0.56    0.626555   0.0177127
         239        0.56    0.626276   0.0176407
         240        0.52    0.625833   0.0175728
         241        0.52    0.625394   0.0175054
         242        0.48    0.624793   0.0174433
         243        0.56    0.624527   0.0173736
         244        0.52    0.624098   0.0173077
         245        0.64    0.624163   0.0172371
         246         0.6    0.624065   0.0171673
         247         0.4    0.623158   0.0171218
         248        0.52    0.622742   0.0170578
         249        0.48    0.622169   0.0169989
         250         0.4     0.62128   0.0169541
         251        0.44    0.620558    0.016902
